iter	Logloss
0	0.5611354446
1	0.4885738342
2	0.4297868495
3	0.401390561
4	0.2908977906
5	0.2286672453
6	0.1913545352
7	0.167573021
8	0.1500048808
9	0.1404460107
10	0.1311914766
11	0.1253134679
12	0.119431993
13	0.1157578962
14	0.1120356774
15	0.1090964255
16	0.1063470202
17	0.1025693836
18	0.1000672844
19	0.0975111121
20	0.09491649556
21	0.0931391682
22	0.0896207784
23	0.08736674869
24	0.08472521031
25	0.0838020721
26	0.08270187028
27	0.08130661849
28	0.08014280774
29	0.07826799042
30	0.07615144589
31	0.07488759323
32	0.07319121981
33	0.07218033975
34	0.07162488282
35	0.07057837135
36	0.06970946867
37	0.06925262385
38	0.06792717603
39	0.06680245857
40	0.06583802238
41	0.06476834045
42	0.06474011685
43	0.06392161002
44	0.06386266607
45	0.06205130363
46	0.06156897032
47	0.06127907847
48	0.06062202266
49	0.0598176347
50	0.05892834536
51	0.05892288006
52	0.0582548608
53	0.05803317618
54	0.05697915308
55	0.05637354397
56	0.05588933571
57	0.05454470172
58	0.0535627076
59	0.05292506561
60	0.05177115158
61	0.05064696702
62	0.05031812805
63	0.04998907137
64	0.04957158553
65	0.04896796274
66	0.04810978626
67	0.04762324345
68	0.04705071607
69	0.04658687083
70	0.04575260298
71	0.04515317515
72	0.04492028756
73	0.04466098575
74	0.04377928431
75	0.04314201676
76	0.04234993227
77	0.04176817872
78	0.04148628655
79	0.04092760959
80	0.04057550299
81	0.03988741623
82	0.0392140965
83	0.03848309067
84	0.03837383558
85	0.03813476433
86	0.03764610061
87	0.03683797482
88	0.03621708277
89	0.03585880648
90	0.03538695708
91	0.03477866649
92	0.03428070544
93	0.03406004988
94	0.03343804676
95	0.03299783323
96	0.03273367238
97	0.0321089644
98	0.03183383658
99	0.03152082773
100	0.03117409159
101	0.03067304324
102	0.03040131688
103	0.03010614298
104	0.02964321616
105	0.02939772196
106	0.02905696426
107	0.02875657538
108	0.0284024125
109	0.02783704804
110	0.02763562288
111	0.02728489353
112	0.02696170774
113	0.02679294061
114	0.02661320339
115	0.02622061099
116	0.02591011622
117	0.02560781238
118	0.0252248222
119	0.02495883057
120	0.02458183611
121	0.0243423976
122	0.0240417965
123	0.02389703222
124	0.02369447791
125	0.02333319264
126	0.02300868631
127	0.02282065139
128	0.02246572225
129	0.02235352916
130	0.02215152063
131	0.02188927183
132	0.02175950713
133	0.02160193137
134	0.02125792229
135	0.02109043291
136	0.02072035047
137	0.02031875485
138	0.01978174387
139	0.01954689071
140	0.01932416558
141	0.01907389713
142	0.01889023701
143	0.01860191548
144	0.01840995684
145	0.01819074903
146	0.01804733916
147	0.01764730181
148	0.01744513566
149	0.01721701334
150	0.01716873914
151	0.01695619744
152	0.0168045048
153	0.01654146398
154	0.01644693675
155	0.01636805001
156	0.01617240038
157	0.01608252978
158	0.01600744847
159	0.01587771655
160	0.01560339174
161	0.01534485433
162	0.01520599
163	0.01502670086
164	0.01492723651
165	0.01477565208
166	0.01457008388
167	0.01445194362
168	0.01429214607
169	0.0141801027
170	0.01409145236
171	0.01389484923
172	0.01380880162
173	0.01366205726
174	0.01352503668
175	0.01342737949
176	0.01335003507
177	0.01310581598
178	0.01304907084
179	0.01297930448
180	0.01289513741
181	0.0127418613
182	0.01265258816
183	0.01257562737
184	0.0124952366
185	0.01237274673
186	0.01223242418
187	0.01217006836
188	0.01209161169
189	0.01200369987
190	0.01194982238
191	0.01170657017
192	0.01158308209
193	0.01156016401
194	0.01146029203
195	0.01137984818
196	0.01122285551
197	0.01112945149
198	0.01102232963
199	0.01088022367
200	0.0108318989
201	0.01073120542
202	0.01057926762
203	0.0104385343
204	0.0103905719
205	0.01031608846
206	0.01021580189
207	0.01016689531
208	0.009999064869
209	0.009915924061
210	0.009860761475
211	0.009762134605
212	0.009687753948
213	0.009586348306
214	0.009496976496
215	0.009399581725
216	0.009328133429
217	0.009199113123
218	0.009171829331
219	0.009097574734
220	0.009069309187
221	0.008978069186
222	0.008929830184
223	0.008880427669
224	0.00881106742
225	0.008717918483
226	0.008656057929
227	0.008608952303
228	0.00854632142
229	0.008457770408
230	0.00839745645
231	0.008299565267
232	0.008221500198
233	0.008167405478
234	0.008118967426
235	0.008061645261
236	0.007931534816
237	0.007867034186
238	0.007804739703
239	0.007768769607
240	0.007720511663
241	0.007667455849
242	0.007635995668
243	0.007598371671
244	0.007570050249
245	0.007518908665
246	0.007478129201
247	0.007416781491
